Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,sagivquina,0,0,0
GS18671,0,0,0,Yaniv162,0,0,0
YossiEliezer23,0,0,0,OvedBenZeev,0,0,0
Avshalom,0,0,0,Danny_kondrea,0,0,0
UziMutsafy,0,0,0,Hummus,0,0,0
Nissimb,0,0,0,PitCad14,0,0,0
Idan1986,0,0,7,Bye,0,0,0
bardak65,0,0,0,rina,0,0,0
Tezka11,0,0,0,ynonhagag,0,0,0
GuyEliyahu,0,0,0,fridlich,0,0,0
MarcelDana,0,0,0,Avi,0,0,0
ys,0,0,0,nadavd,0,0,0
Yannay,0,0,0,Ran1976,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,GS18671,0,0,0
YossiEliezer23,0,0,0,sagivquina,0,0,0
Avshalom,0,0,0,Yaniv162,0,0,0
UziMutsafy,0,0,0,OvedBenZeev,0,0,0
Nissimb,0,0,0,Danny_kondrea,0,0,0
Idan1986,0,0,0,Hummus,0,0,0
bardak65,15.04,-0.98,5,PitCad14,8.96,0.52,7
Tezka11,0,0,7,Bye,0,0,0
GuyEliyahu,0,0,0,rina,0,0,0
MarcelDana,0,0,0,ynonhagag,0,0,0
ys,0,0,0,fridlich,0,0,0
Yannay,0,0,0,Avi,0,0,0
Ran1976,7.84,-1.33,1,nadavd,6.93,3.87,7
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,YossiEliezer23,0,0,0
Avshalom,0,0,0,GS18671,0,0,0
UziMutsafy,0,0,0,sagivquina,0,0,0
Nissimb,4.1,-1.93,1,Yaniv162,14.68,1.95,7
Idan1986,0,0,0,OvedBenZeev,0,0,0
bardak65,0,0,0,Danny_kondrea,0,0,0
Tezka11,0,0,0,Hummus,0,0,0
GuyEliyahu,0,0,0,PitCad14,0,0,0
MarcelDana,0,0,7,Bye,0,0,0
ys,0,0,0,rina,0,0,0
Yannay,0,0,0,ynonhagag,0,0,0
Ran1976,11.86,2.01,7,fridlich,5.53,-2.6,4
nadavd,0,0,0,Avi,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,Avshalom,0,0,0
UziMutsafy,0,0,0,YossiEliezer23,0,0,0
Nissimb,4.79,2.78,7,GS18671,9.95,0.29,3
Idan1986,0,0,0,sagivquina,0,0,0
bardak65,0,0,0,Yaniv162,0,0,0
Tezka11,0,0,0,OvedBenZeev,0,0,0
GuyEliyahu,0,0,0,Danny_kondrea,0,0,0
MarcelDana,0,0,0,Hummus,0,0,0
ys,4.11,0.52,7,PitCad14,5.3,-1.62,3
Yannay,0,0,7,Bye,0,0,0
Ran1976,0,0,0,rina,0,0,0
nadavd,0,0,0,ynonhagag,0,0,0
Avi,0,0,0,fridlich,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,UziMutsafy,0,0,0
Nissimb,0,0,0,Avshalom,0,0,0
Idan1986,0,0,0,YossiEliezer23,0,0,0
bardak65,0,0,0,GS18671,0,0,0
Tezka11,0,0,0,sagivquina,0,0,0
GuyEliyahu,0,0,0,Yaniv162,0,0,0
MarcelDana,0,0,0,OvedBenZeev,0,0,0
ys,0,0,0,Danny_kondrea,0,0,0
Yannay,6.81,-2.82,0,Hummus,9.54,2.02,7
Ran1976,0,0,0,PitCad14,0,0,0
nadavd,0,0,7,Bye,0,0,0
Avi,0,0,0,rina,0,0,0
fridlich,0,0,0,ynonhagag,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,Nissimb,0,0,0
Idan1986,0,0,0,UziMutsafy,0,0,0
bardak65,0,0,0,Avshalom,0,0,0
Tezka11,0,0,0,YossiEliezer23,0,0,0
GuyEliyahu,0,0,0,GS18671,0,0,0
MarcelDana,0,0,0,sagivquina,0,0,0
ys,0,0,0,Yaniv162,0,0,0
Yannay,0,0,0,OvedBenZeev,0,0,0
Ran1976,0,0,0,Danny_kondrea,0,0,0
nadavd,0,0,0,Hummus,0,0,0
Avi,0,0,0,PitCad14,0,0,0
fridlich,0,0,7,Bye,0,0,0
ynonhagag,0,0,0,rina,0,0,0
