Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,0,0,0,Tezka11,0,0,0
ys,0,0,0,bardak65,0,0,0
Yannay,0,0,0,Idan1986,0,0,0
Ran1976,0,0,0,Nissimb,0,0,0
OvedBenZeev,0,0,0,UziMutsafy,0,0,0
Danny_kondrea,0,0,0,Avshalom,0,0,0
Hummus,4.86,0.43,7,YossiEliezer23,3.98,-1.24,5
ilanblum,0,0,0,GS18671,0,0,0
Motitaly,0,0,0,sagivquina,0,0,0
Bye,0,0,7,Yaniv162,0,0,0
Izhako,0,0,0,Avi,0,0,0
rina,0,0,0,fridlich,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,MarcelDana,0,0,0
ys,0,0,0,GuyEliyahu,0,0,0
Yannay,0,0,0,Tezka11,0,0,0
Ran1976,0,0,0,bardak65,0,0,0
OvedBenZeev,0,0,0,Idan1986,0,0,0
Danny_kondrea,0,0,0,Nissimb,0,0,0
Hummus,5.08,0.48,7,UziMutsafy,14.25,-1.28,1
ilanblum,0,0,0,Avshalom,0,0,0
Motitaly,0,0,0,YossiEliezer23,0,0,0
Bye,0,0,7,GS18671,0,0,0
Izhako,0,0,0,sagivquina,0,0,0
rina,0,0,0,Yaniv162,0,0,0
fridlich,0,0,0,Avi,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,ys,0,0,0
Yannay,0,0,0,MarcelDana,0,0,0
Ran1976,0,0,0,GuyEliyahu,0,0,0
OvedBenZeev,0,0,0,Tezka11,0,0,0
Danny_kondrea,0,0,0,bardak65,0,0,0
Hummus,0,0,0,Idan1986,0,0,0
ilanblum,0,0,0,Nissimb,0,0,0
Motitaly,0,0,0,UziMutsafy,0,0,0
Bye,0,0,7,Avshalom,0,0,0
Izhako,12.95,-0.46,7,YossiEliezer23,7.41,-3.18,5
rina,0,0,0,GS18671,0,0,0
fridlich,0,0,0,sagivquina,0,0,0
Avi,0,0,0,Yaniv162,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,Yannay,0,0,0
Ran1976,0,0,0,ys,0,0,0
OvedBenZeev,0,0,0,MarcelDana,0,0,0
Danny_kondrea,0,0,0,GuyEliyahu,0,0,0
Hummus,0,0,0,Tezka11,0,0,0
ilanblum,0,0,0,bardak65,0,0,0
Motitaly,0,0,0,Idan1986,0,0,0
Bye,0,0,7,Nissimb,0,0,0
Izhako,0,0,0,UziMutsafy,0,0,0
rina,0,0,0,Avshalom,0,0,0
fridlich,0,0,0,YossiEliezer23,0,0,0
Avi,0,0,0,GS18671,0,0,0
Yaniv162,0,0,0,sagivquina,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,Ran1976,0,0,0
OvedBenZeev,20.3,1.09,2,Yannay,13.02,2.22,7
Danny_kondrea,0,0,0,ys,0,0,0
Hummus,0,0,0,MarcelDana,0,0,0
ilanblum,0,0,0,GuyEliyahu,0,0,0
Motitaly,0,0,0,Tezka11,0,0,0
Bye,0,0,7,bardak65,0,0,0
Izhako,0,0,0,Idan1986,0,0,0
rina,0,0,0,Nissimb,0,0,0
fridlich,0,0,0,UziMutsafy,0,0,0
Avi,0,0,0,Avshalom,0,0,0
Yaniv162,14.29,1.15,7,YossiEliezer23,4.59,1.39,5
sagivquina,0,0,0,GS18671,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,OvedBenZeev,0,0,0
Danny_kondrea,0,0,0,Ran1976,0,0,0
Hummus,0,0,0,Yannay,0,0,0
ilanblum,0,0,0,ys,0,0,0
Motitaly,0,0,0,MarcelDana,0,0,0
Bye,0,0,7,GuyEliyahu,0,0,0
Izhako,5.52,2.62,7,Tezka11,12.39,1.57,4
rina,0,0,0,bardak65,0,0,0
fridlich,0,0,0,Idan1986,0,0,0
Avi,0,0,0,Nissimb,0,0,0
Yaniv162,0,0,0,UziMutsafy,0,0,0
sagivquina,6.32,3.04,7,Avshalom,5.6,-0.44,3
GS18671,0,0,0,YossiEliezer23,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,Danny_kondrea,0,0,0
Hummus,0,0,0,OvedBenZeev,0,0,0
ilanblum,0,0,0,Ran1976,0,0,0
Motitaly,0,0,0,Yannay,0,0,0
Bye,0,0,7,ys,0,0,0
Izhako,0,0,0,MarcelDana,0,0,0
rina,0,0,0,GuyEliyahu,0,0,0
fridlich,0,0,0,Tezka11,0,0,0
Avi,0,0,0,bardak65,0,0,0
Yaniv162,0,0,0,Idan1986,0,0,0
sagivquina,0,0,0,Nissimb,0,0,0
GS18671,0,0,0,UziMutsafy,0,0,0
YossiEliezer23,3.11,1.05,7,Avshalom,5.51,-1.96,5
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,Hummus,0,0,0
ilanblum,0,0,0,Danny_kondrea,0,0,0
Motitaly,0,0,0,OvedBenZeev,0,0,0
Bye,0,0,7,Ran1976,0,0,0
Izhako,0,0,0,Yannay,0,0,0
rina,0,0,0,ys,0,0,0
fridlich,0,0,0,MarcelDana,0,0,0
Avi,0,0,0,GuyEliyahu,0,0,0
Yaniv162,0,0,0,Tezka11,0,0,0
sagivquina,0,0,0,bardak65,0,0,0
GS18671,0,0,0,Idan1986,0,0,0
YossiEliezer23,0,0,0,Nissimb,0,0,0
Avshalom,0,0,0,UziMutsafy,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,ilanblum,0,0,0
Motitaly,0,0,0,Hummus,0,0,0
Bye,0,0,7,Danny_kondrea,0,0,0
Izhako,0,0,0,OvedBenZeev,0,0,0
rina,0,0,0,Ran1976,0,0,0
fridlich,0,0,0,Yannay,0,0,0
Avi,0,0,0,ys,0,0,0
Yaniv162,0,0,0,MarcelDana,0,0,0
sagivquina,7.8,0.67,7,GuyEliyahu,3.51,-2.68,1
GS18671,0,0,0,Tezka11,0,0,0
YossiEliezer23,0,0,0,bardak65,0,0,0
Avshalom,0,0,0,Idan1986,0,0,0
UziMutsafy,7.93,-0.02,0,Nissimb,4.23,1.96,7
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,Motitaly,0,0,0
Bye,0,0,7,ilanblum,0,0,0
Izhako,8.86,-1.98,5,Hummus,5.92,-1.76,7
rina,0,0,0,Danny_kondrea,0,0,0
fridlich,0,0,0,OvedBenZeev,0,0,0
Avi,0,0,0,Ran1976,0,0,0
Yaniv162,0,0,0,Yannay,0,0,0
sagivquina,0,0,0,ys,0,0,0
GS18671,0,0,0,MarcelDana,0,0,0
YossiEliezer23,0,0,0,GuyEliyahu,0,0,0
Avshalom,0,0,0,Tezka11,0,0,0
UziMutsafy,0,0,0,bardak65,0,0,0
Nissimb,0,0,0,Idan1986,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,7,Bye,0,0,0
Izhako,0,0,0,Motitaly,0,0,0
rina,0,0,0,ilanblum,0,0,0
fridlich,0,0,0,Hummus,0,0,0
Avi,0,0,0,Danny_kondrea,0,0,0
Yaniv162,0,0,0,OvedBenZeev,0,0,0
sagivquina,0,0,0,Ran1976,0,0,0
GS18671,0,0,0,Yannay,0,0,0
YossiEliezer23,0,0,0,ys,0,0,0
Avshalom,0,0,0,MarcelDana,0,0,0
UziMutsafy,0,0,0,GuyEliyahu,0,0,0
Nissimb,0,0,0,Tezka11,0,0,0
Idan1986,0,0,0,bardak65,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,Izhako,0,0,0
rina,0,0,7,Bye,0,0,0
fridlich,0,0,0,Motitaly,0,0,0
Avi,0,0,0,ilanblum,0,0,0
Yaniv162,0,0,0,Hummus,0,0,0
sagivquina,0,0,0,Danny_kondrea,0,0,0
GS18671,0,0,0,OvedBenZeev,0,0,0
YossiEliezer23,0,0,0,Ran1976,0,0,0
Avshalom,9.3,2.19,7,Yannay,17.38,1.34,4
UziMutsafy,0,0,0,ys,0,0,0
Nissimb,0,0,0,MarcelDana,0,0,0
Idan1986,0,0,0,GuyEliyahu,0,0,0
bardak65,0,0,0,Tezka11,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,rina,0,0,0
fridlich,0,0,0,Izhako,0,0,0
Avi,0,0,7,Bye,0,0,0
Yaniv162,0,0,0,Motitaly,0,0,0
sagivquina,0,0,0,ilanblum,0,0,0
GS18671,0,0,0,Hummus,0,0,0
YossiEliezer23,0,0,0,Danny_kondrea,0,0,0
Avshalom,0,0,0,OvedBenZeev,0,0,0
UziMutsafy,0,0,0,Ran1976,0,0,0
Nissimb,0,0,0,Yannay,0,0,0
Idan1986,0,0,0,ys,0,0,0
bardak65,0,0,0,MarcelDana,0,0,0
Tezka11,0,0,0,GuyEliyahu,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,fridlich,0,0,0
Avi,0,0,0,rina,0,0,0
Yaniv162,0,0,0,Izhako,0,0,0
sagivquina,0,0,7,Bye,0,0,0
GS18671,0,0,0,Motitaly,0,0,0
YossiEliezer23,0,0,0,ilanblum,0,0,0
Avshalom,6.37,1.9,7,Hummus,5.26,-2.66,0
UziMutsafy,0,0,0,Danny_kondrea,0,0,0
Nissimb,0,0,0,OvedBenZeev,0,0,0
Idan1986,0,0,0,Ran1976,0,0,0
bardak65,0,0,0,Yannay,0,0,0
Tezka11,0,0,0,ys,0,0,0
GuyEliyahu,4.99,0.61,0,MarcelDana,5.82,2.15,7
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,Avi,0,0,0
Yaniv162,0,0,0,fridlich,0,0,0
sagivquina,0,0,0,rina,0,0,0
GS18671,11.25,0.24,7,Izhako,6.57,-2.98,4
YossiEliezer23,0,0,7,Bye,0,0,0
Avshalom,0,0,0,Motitaly,0,0,0
UziMutsafy,0,0,0,ilanblum,0,0,0
Nissimb,4.52,0.52,7,Hummus,2.77,-0.31,5
Idan1986,0,0,0,Danny_kondrea,0,0,0
bardak65,0,0,0,OvedBenZeev,0,0,0
Tezka11,0,0,0,Ran1976,0,0,0
GuyEliyahu,0,0,0,Yannay,0,0,0
MarcelDana,0,0,0,ys,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,Yaniv162,0,0,0
sagivquina,0,0,0,Avi,0,0,0
GS18671,0,0,0,fridlich,0,0,0
YossiEliezer23,7.95,4.2,0,rina,18.41,7.4,7
Avshalom,0,0,0,Izhako,0,0,0
UziMutsafy,0,0,7,Bye,0,0,0
Nissimb,0,0,0,Motitaly,0,0,0
Idan1986,0,0,0,ilanblum,0,0,0
bardak65,11.56,1.66,7,Hummus,6.43,-1.6,4
Tezka11,0,0,0,Danny_kondrea,0,0,0
GuyEliyahu,0,0,0,OvedBenZeev,0,0,0
MarcelDana,0,0,0,Ran1976,0,0,0
ys,0,0,0,Yannay,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,sagivquina,0,0,0
GS18671,0,0,0,Yaniv162,0,0,0
YossiEliezer23,0,0,0,Avi,0,0,0
Avshalom,10.89,7.29,7,fridlich,5.3,3.99,4
UziMutsafy,0,0,0,rina,0,0,0
Nissimb,0,0,0,Izhako,0,0,0
Idan1986,0,0,7,Bye,0,0,0
bardak65,0,0,0,Motitaly,0,0,0
Tezka11,0,0,0,ilanblum,0,0,0
GuyEliyahu,2.92,-1.72,4,Hummus,3.53,1.35,7
MarcelDana,0,0,0,Danny_kondrea,0,0,0
ys,0,0,0,OvedBenZeev,0,0,0
Yannay,0,0,0,Ran1976,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,GS18671,0,0,0
YossiEliezer23,4.55,3.73,7,sagivquina,8.28,-1.86,0
Avshalom,0,0,0,Yaniv162,0,0,0
UziMutsafy,0,0,0,Avi,0,0,0
Nissimb,0,0,0,fridlich,0,0,0
Idan1986,0,0,0,rina,0,0,0
bardak65,0,0,0,Izhako,0,0,0
Tezka11,0,0,7,Bye,0,0,0
GuyEliyahu,0,0,0,Motitaly,0,0,0
MarcelDana,0,0,0,ilanblum,0,0,0
ys,0,0,0,Hummus,0,0,0
Yannay,0,0,0,Danny_kondrea,0,0,0
Ran1976,0,0,0,OvedBenZeev,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,YossiEliezer23,0,0,0
Avshalom,0,0,0,GS18671,0,0,0
UziMutsafy,0,0,0,sagivquina,0,0,0
Nissimb,2.35,-0.42,7,Yaniv162,7.51,-0.92,6
Idan1986,0,0,0,Avi,0,0,0
bardak65,0,0,0,fridlich,0,0,0
Tezka11,0,0,0,rina,0,0,0
GuyEliyahu,1.03,1.19,7,Izhako,15.4,1.35,1
MarcelDana,0,0,7,Bye,0,0,0
ys,0,0,0,Motitaly,0,0,0
Yannay,0,0,0,ilanblum,0,0,0
Ran1976,0,0,0,Hummus,0,0,0
OvedBenZeev,0,0,0,Danny_kondrea,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,Avshalom,0,0,0
UziMutsafy,0,0,0,YossiEliezer23,0,0,0
Nissimb,0,0,0,GS18671,0,0,0
Idan1986,0,0,0,sagivquina,0,0,0
bardak65,0,0,0,Yaniv162,0,0,0
Tezka11,0,0,0,Avi,0,0,0
GuyEliyahu,0,0,0,fridlich,0,0,0
MarcelDana,0,0,0,rina,0,0,0
ys,8.71,1.27,1,Izhako,11.62,1.8,7
Yannay,0,0,7,Bye,0,0,0
Ran1976,0,0,0,Motitaly,0,0,0
OvedBenZeev,0,0,0,ilanblum,0,0,0
Danny_kondrea,0,0,0,Hummus,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,UziMutsafy,0,0,0
Nissimb,0,0,0,Avshalom,0,0,0
Idan1986,0,0,0,YossiEliezer23,0,0,0
bardak65,0,0,0,GS18671,0,0,0
Tezka11,0,0,0,sagivquina,0,0,0
GuyEliyahu,0,0,0,Yaniv162,0,0,0
MarcelDana,0,0,0,Avi,0,0,0
ys,0,0,0,fridlich,0,0,0
Yannay,0,0,0,rina,0,0,0
Ran1976,0,0,0,Izhako,0,0,0
OvedBenZeev,0,0,7,Bye,0,0,0
Danny_kondrea,0,0,0,Motitaly,0,0,0
Hummus,0,0,0,ilanblum,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,Nissimb,0,0,0
Idan1986,0,0,0,UziMutsafy,0,0,0
bardak65,0,0,0,Avshalom,0,0,0
Tezka11,0,0,0,YossiEliezer23,0,0,0
GuyEliyahu,0,0,0,GS18671,0,0,0
MarcelDana,0,0,0,sagivquina,0,0,0
ys,7.33,3.47,7,Yaniv162,12.44,-0.97,1
Yannay,0,0,0,Avi,0,0,0
Ran1976,0,0,0,fridlich,0,0,0
OvedBenZeev,11.17,1.3,7,rina,15.08,1.88,5
Danny_kondrea,0,0,0,Izhako,0,0,0
Hummus,0,0,7,Bye,0,0,0
ilanblum,0,0,0,Motitaly,0,0,0
