Player, PR, Luck, Score, Player, PR, Luck, Score
Avshalom,7.34,-1.21,0,Aviado,3.05,2.64,7
GuyEliyahu,8.28,0.88,7,nadavd,6.72,-2.19,4
Amiros,15.49,-0.34,2,UziMutsafy,16.26,3.52,7
Moriarty,11.42,1.31,6,fridlich,8.23,-1.85,7
Nissimb,3.5,1.47,7,Efi,15.38,-0.39,1
hmualem,16.95,-1.13,7,Ran1976,14.18,-5.33,5
Idan1986,11.62,0.71,7,bardak65,6.31,-3,4
Danny_kondrea,9.29,1.27,7,sasha_er,7.53,-2.28,1
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,15.1,0.25,3,boutsky,4.42,0.62,7
ynonhagag,0,0,7,Bye,0,0,0
YKwin,3.84,-2.19,5,dror,16.59,0.05,7
Hummus,6.64,-3.64,0,OMRAD,3.62,1.76,7
Avshalom,7.15,0.87,3,YossiEliezer23,5.55,5.66,7
GuyEliyahu,4.57,2.15,7,Tezka11,7.95,-0.59,1
Amiros,23.3,-1.34,0,Aviado,0.56,-0.13,7
Moriarty,7.94,3.41,7,nadavd,7.05,3.78,6
Nissimb,9.64,-3.78,3,UziMutsafy,6.66,-0.68,7
hmualem,14.94,1.74,5,fridlich,6.86,0.35,7
Idan1986,16.65,3.37,7,Efi,17.95,-2.23,1
Danny_kondrea,11.15,0.59,7,Ran1976,7.09,-1.19,6
sasha_er,19.54,-3.49,3,bardak65,20.09,0.01,7
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,24.23,-3.27,3,ynonhagag,9.88,-0.36,7
YKwin,8.56,-3.62,0,boutsky,3.12,-1.29,7
Hummus,0,0,7,Bye,0,0,0
Avshalom,10.17,0.44,7,dror,13.11,0.16,5
GuyEliyahu,2.72,0.31,7,OMRAD,4.41,-2.76,0
Amiros,9.48,0.13,6,YossiEliezer23,6.82,0.4,7
Moriarty,5.42,-0.78,7,Tezka11,9.99,-0.05,4
Nissimb,5.38,4.94,7,Aviado,10.5,-0.18,2
hmualem,9.49,2.22,7,nadavd,4.55,-2.06,3
Idan1986,13.33,-2.83,2,UziMutsafy,7.8,1.94,7
Danny_kondrea,6.77,3.04,7,fridlich,7.01,0.37,4
sasha_er,22.41,3.96,7,Efi,17.54,0.05,0
bardak65,13.34,-0.17,7,Ran1976,7.81,-2.36,1
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,10.02,-0.79,4,YKwin,2.87,-0.99,7
Hummus,3.56,-2.15,2,ynonhagag,3.88,1.19,7
Avshalom,12.41,1.29,7,boutsky,2.52,-1.4,1
GuyEliyahu,0,0,7,Bye,0,0,0
Amiros,16.02,1.63,7,dror,21.85,-0.62,2
Moriarty,7.29,-0.22,6,OMRAD,4.95,2.39,7
Nissimb,1.18,1.01,7,YossiEliezer23,6.14,0.15,0
hmualem,7.17,1.32,7,Tezka11,14.59,0.85,6
Idan1986,6.88,-0.6,5,Aviado,4.17,-0.96,7
Danny_kondrea,7.5,-0.49,7,nadavd,4.83,-0.78,5
sasha_er,16.16,-1.04,4,UziMutsafy,5.78,-0.67,7
bardak65,9.56,-0.56,3,fridlich,6.38,2.54,7
Ran1976,6.53,-1.32,1,Efi,15.72,2.57,7
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,11.9,0.54,3,Hummus,7.55,2.63,7
Avshalom,7.69,0.91,2,YKwin,2.79,3.42,7
GuyEliyahu,4.12,3.146,7,ynonhagag,8.6,1.379,3
Amiros,11.46,0.74,7,boutsky,0.46,-0.3,0
Moriarty,0,0,7,Bye,0,0,0
Nissimb,4.24,-0.84,7,dror,17.53,2.34,4
hmualem,8.47,3.3,7,OMRAD,10.16,-1.34,2
Idan1986,15.93,2.3,7,YossiEliezer23,2.94,-1.77,2
Danny_kondrea,7.64,1.75,7,Tezka11,14.72,0.47,2
sasha_er,15.93,-1.2,2,Aviado,4.19,1.47,7
bardak65,13.95,0.7,5,nadavd,5.8,-1.02,7
Ran1976,11.32,-2.99,1,UziMutsafy,12.03,3.01,7
Efi,9.69,-1.28,3,fridlich,5.51,1.54,7
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,8.61,-0.98,7,Avshalom,16.69,-1.06,3
GuyEliyahu,3.01,1.99,4,Hummus,6.56,4.46,7
Amiros,14.51,-0.67,6,YKwin,4.64,0.4,7
Moriarty,8.24,-0.71,5,ynonhagag,7.2,-0.32,7
Nissimb,7.76,0.15,2,boutsky,4.62,1.97,7
hmualem,0,0,7,Bye,0,0,0
Idan1986,9.23,-0.96,6,dror,11.8,-0.38,7
Danny_kondrea,18.7,-3.28,0,OMRAD,11.25,1.54,7
sasha_er,20.54,3.7,7,YossiEliezer23,9.69,-1.79,2
bardak65,6.5,-2.23,2,Tezka11,17.09,0.77,7
Ran1976,9.89,-2.15,2,Aviado,4.21,3.03,7
Efi,15.2,-0.2,1,nadavd,9.36,2.56,7
fridlich,5.86,-0.95,2,UziMutsafy,6.15,2.04,7
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,14.68,-0.21,1,GuyEliyahu,5.13,3.42,7
Amiros,5.87,-2.82,6,Avshalom,4.49,-2.4,7
Moriarty,9.86,1.54,7,Hummus,3.41,-2.13,5
Nissimb,3.6,-1.86,5,YKwin,2.46,-0.26,7
hmualem,9.3,-4.02,5,ynonhagag,7.14,-1.08,7
Idan1986,13.95,-2.14,2,boutsky,1.7,-1.85,7
Danny_kondrea,0,0,7,Bye,0,0,0
sasha_er,19.67,-0.67,7,dror,23.16,-1.17,4
bardak65,12.95,-1.61,5,OMRAD,6.81,0.72,7
Ran1976,21.73,-2.3,0,YossiEliezer23,7.45,0.76,7
Efi,14.31,-2.73,3,Tezka11,6.5,0.64,7
fridlich,5.23,0.56,7,Aviado,3.7,-1.11,0
UziMutsafy,6.11,1.01,7,nadavd,15.45,-3.94,1
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,10.72,-2.87,1,Amiros,15.48,1.49,7
Moriarty,5.61,-0.53,5,GuyEliyahu,3.87,1.12,7
Nissimb,5.81,-3.68,1,Avshalom,7.41,0.39,7
hmualem,13.14,-3.48,3,Hummus,9.06,0.88,7
Idan1986,9.96,-0.68,2,YKwin,5.31,2.24,7
Danny_kondrea,5.41,-2.84,0,ynonhagag,3.68,2.92,7
sasha_er,13.65,2.21,4,boutsky,6.69,1.03,7
bardak65,0,0,7,Bye,0,0,0
Ran1976,5.36,-1.15,0,dror,8.53,2.65,7
Efi,15.49,-0.2,7,OMRAD,8.5,-5.38,4
fridlich,3.81,2.27,5,YossiEliezer23,3.81,4.3,7
UziMutsafy,6.52,-3.01,2,Tezka11,15.73,1.69,7
nadavd,6.24,-2.65,6,Aviado,4.53,-3.54,7
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,12.13,2.9,7,Moriarty,7.58,-3.51,0
Nissimb,7.11,-1.25,7,Amiros,10.47,-0.52,4
hmualem,5.26,0.05,7,GuyEliyahu,3.45,-0.31,6
Idan1986,13.01,2.92,4,Avshalom,8.88,2.75,7
Danny_kondrea,10.44,-2.42,0,Hummus,6.79,0.99,7
sasha_er,8.35,2.12,7,YKwin,4.15,-1.68,4
bardak65,16.6,-1.47,3,ynonhagag,9.12,-0.83,7
Ran1976,14.1,-0.43,3,boutsky,3.28,1.19,7
Efi,0,0,7,Bye,0,0,0
fridlich,5.71,3.49,7,dror,19.37,-1.1,0
UziMutsafy,10.2,2.51,6,OMRAD,3.98,0.9,7
nadavd,3.41,-0.57,3,YossiEliezer23,6.91,1.24,7
Aviado,2.8,-0.08,7,Tezka11,15.25,-3.42,1
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,13.15,-3.07,1,Nissimb,5.54,0.45,7
hmualem,14.32,-1.78,2,Moriarty,7.22,2.03,7
Idan1986,7.26,-0.08,0,Amiros,15.45,0.46,7
Danny_kondrea,7.72,0.32,7,GuyEliyahu,3.05,-1.68,6
sasha_er,18.33,1.38,7,Avshalom,11.54,-1.38,0
bardak65,11.59,-2.32,5,Hummus,6.45,-1.86,7
Ran1976,15.83,-1.73,0,YKwin,3.63,4.71,7
Efi,11.44,0.91,5,ynonhagag,8.58,1.65,7
fridlich,6.46,-1.5,3,boutsky,1.71,0.05,7
UziMutsafy,0,0,7,Bye,0,0,0
nadavd,3.02,0.17,7,dror,11.62,-2.33,1
Aviado,3.34,-2.09,7,OMRAD,8.75,-3.08,4
Tezka11,23.27,-1.19,0,YossiEliezer23,5.07,2.51,7
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,18.08,0.44,7,hmualem,12.6,-0.96,5
Idan1986,9.73,3.42,7,Nissimb,6.94,-2.93,1
Danny_kondrea,12.31,-1.18,5,Moriarty,8.78,1.18,7
sasha_er,0,0,0,Amiros,0,0,7
bardak65,14.36,2.09,7,GuyEliyahu,5.67,1.03,4
Ran1976,5.6,0.99,5,Avshalom,9.04,4.62,7
Efi,26.95,-1.42,0,Hummus,8.1,-0.18,7
fridlich,3.1,2.71,7,YKwin,3.73,2.45,6
UziMutsafy,11.05,-2.3,4,ynonhagag,10.73,-0.78,7
nadavd,3.12,-2,0,boutsky,1.88,2.33,7
Aviado,0,0,7,Bye,0,0,0
Tezka11,11.16,-3.02,1,dror,11.6,0.36,7
YossiEliezer23,5.33,-0.27,6,OMRAD,5.06,-0.98,7
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,29.66,0.66,4,Idan1986,14.52,-1.32,7
Danny_kondrea,17.4,2.91,4,hmualem,10.54,3.84,7
sasha_er,9.44,-0.72,6,Nissimb,4.68,-0.71,7
bardak65,22.99,-1.74,1,Moriarty,8.88,-0.95,7
Ran1976,12.72,2.55,7,Amiros,9.65,0.6,2
Efi,15.67,1.9,7,GuyEliyahu,3.53,-4,0
fridlich,4.38,1.63,7,Avshalom,10.46,0.44,6
UziMutsafy,16.7,-0.96,1,Hummus,7.24,2.66,7
nadavd,9.13,-0.9,4,YKwin,3.57,0.17,7
Aviado,3.59,2.55,7,ynonhagag,6.26,-0.14,5
Tezka11,7.52,-0.51,2,boutsky,3.69,2.95,7
YossiEliezer23,0,0,7,Bye,0,0,0
OMRAD,4.25,-0.55,0,dror,33.74,4.05,7
