Player, PR, Luck, Score, Player, PR, Luck, Score
gidio,14.81,3.48,7,Danny_kondrea,9.78,-2.76,0
HeartGammon,3.82,-0.72,7,Idan1986,6.78,-4.37,4
lur,9.14,-1.34,6,hmualem,8.68,-1.03,7
Bye,0,0,7,Nissimb,0,0,0
Roni1122,8.13,1.19,7,Moriarty,5.88,-1.08,5
Masteroy,6.45,2.88,7,UziMutsafy,4.07,-0.1,4
Yehuda,4.23,-2.77,2,Avshalom,11.23,1.56,7
YossiEliezer23,3.66,-3.44,5,Hummus,5.26,0.43,7
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,21.72,2.93,7,GuyEliyahu,4.89,-0.87,3
Aviado,2.82,1.41,7,fridlich,4.44,0.74,5
YKwin,3.17,2.06,7,Efi,30.35,-1,0
KingArt,12.41,-0.5,7,Ran1976,10.71,-0.48,6
gidio,13.91,2.34,7,bardak65,11.99,0.4,6
HeartGammon,8.11,0.83,7,sasha_er,22.6,-1.08,5
lur,8.72,0.08,7,Danny_kondrea,10.13,-1.44,2
Bye,0,0,7,Idan1986,0,0,0
Roni1122,6.06,-2.69,3,hmualem,7.5,2.55,7
Masteroy,7.03,-3.35,4,Nissimb,3.49,-1.91,7
Yehuda,7.99,1.27,5,Moriarty,7.2,0.76,7
YossiEliezer23,4.84,-1.74,0,UziMutsafy,14.38,2.37,7
Hummus,3.57,-3.28,6,Avshalom,10.54,0.08,7
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,4.92,0.49,7,Aviado,2.58,-1.69,6
YKwin,5.52,0.21,2,GuyEliyahu,3.78,2.35,7
KingArt,12.2,0.4,7,fridlich,3.97,-5.11,5
gidio,14.18,0.64,7,Efi,11.16,-1.31,4
HeartGammon,6.42,-1.14,7,Ran1976,11.48,-2.08,5
lur,7.68,-3.77,6,bardak65,9.75,-0.14,7
Bye,0,0,7,sasha_er,0,0,0
Roni1122,12.14,-2.24,0,Danny_kondrea,15.03,5.01,7
Masteroy,3.74,-2.17,0,Idan1986,9.7,1.13,7
Yehuda,7.33,3.87,7,hmualem,5.89,-0.81,2
YossiEliezer23,4.4,-2.89,2,Nissimb,2.61,-0.03,7
Hummus,7.24,0.3,6,Moriarty,6.54,-0.11,7
Avshalom,10.18,5.8,7,UziMutsafy,7.98,1.85,4
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,14.97,3.53,7,YKwin,5.58,-0.82,3
KingArt,20.54,3.86,7,Aviado,2.62,0.41,0
gidio,13.74,-1.79,4,GuyEliyahu,4.31,-2.43,7
HeartGammon,12.33,1.4,7,fridlich,4.45,-0.17,6
lur,9.89,1.21,3,Efi,15.39,3.12,7
Bye,0,0,7,Ran1976,0,0,0
Roni1122,10.65,0.71,3,bardak65,6.03,3.29,7
Masteroy,5.64,2.38,7,sasha_er,5.19,0.45,0
Yehuda,8.04,1.53,7,Danny_kondrea,14.51,-1.03,3
YossiEliezer23,8.15,-2.69,7,Idan1986,23.4,-3.74,4
Hummus,4.23,0.91,6,hmualem,9.05,3.55,7
Avshalom,8.04,-0.06,7,Nissimb,5.63,-1.89,6
UziMutsafy,14.79,2.11,7,Moriarty,9.35,-2.31,0
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,9.38,-1.18,6,KingArt,12.54,-0.34,7
gidio,14.34,3.08,7,YKwin,5.03,-4.28,2
HeartGammon,12.81,-0.84,2,Aviado,8.54,1.6,7
lur,8.65,3.85,7,GuyEliyahu,2.91,-2.55,2
Bye,0,0,7,fridlich,0,0,0
Roni1122,6.25,-3.5,1,Efi,8.49,1.96,7
Masteroy,9.45,1.11,7,Ran1976,5.95,-2.81,0
Yehuda,8.2,4.58,7,bardak65,10.16,-1.6,0
YossiEliezer23,10.38,1.01,7,sasha_er,15.53,0.09,3
Hummus,6.37,0.49,7,Danny_kondrea,14.15,-1.5,2
Avshalom,13.78,-0.92,3,Idan1986,8.06,1.3,7
UziMutsafy,4.28,-0.49,2,hmualem,3.21,1.23,7
Moriarty,0,0,0,Nissimb,0,0.13,7
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,11.95,-1.58,5,gidio,13.67,0.61,7
HeartGammon,5.17,-5.15,2,KingArt,8.94,1.07,7
lur,10.9,-2.37,6,YKwin,5.84,-3.27,7
Bye,0,0,7,Aviado,0,0,0
Roni1122,8.94,3.98,7,GuyEliyahu,4.63,-0.97,2
Masteroy,13.47,-2.1,3,fridlich,10.18,-0.37,7
Yehuda,13.46,2.35,7,Efi,15.26,1.86,5
YossiEliezer23,7.44,2.62,7,Ran1976,15.64,3.45,4
Hummus,4.01,1.34,7,bardak65,7.59,-1.29,5
Avshalom,11.52,-2.29,0,sasha_er,20.22,-0.44,7
UziMutsafy,7.8,-0.29,7,Danny_kondrea,8.95,-0.15,5
Moriarty,6.4,1.24,7,Idan1986,12.4,-3.43,0
Nissimb,8.47,-5.81,4,hmualem,10.23,-1.43,7
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,11.3,1.91,7,HeartGammon,9.48,0.53,5
lur,15.43,1.21,7,gidio,15.89,-3.68,2
Bye,0,0,7,KingArt,0,0,0
Roni1122,5.09,0.1,7,YKwin,4.58,-2.56,4
Masteroy,14.98,-1.7,7,Aviado,10.81,-2.1,2
Yehuda,8.6,-1.94,3,GuyEliyahu,3.14,-1.79,7
YossiEliezer23,2.57,3.42,7,fridlich,3.94,-0.7,2
Hummus,6.86,2.09,7,Efi,11.87,-0.69,2
Avshalom,6.77,1.1,7,Ran1976,9.1,0.09,6
UziMutsafy,12.2,-1.04,2,bardak65,11.75,3.3,7
Moriarty,4.9,2.37,7,sasha_er,9.59,-0.9,1
Nissimb,2.5,-4.32,1,Danny_kondrea,12.94,1.87,7
hmualem,8.87,-0.25,7,Idan1986,16.24,1.67,5
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,5.03,-4.32,3,lur,4.2,-1.77,7
Bye,0,0,7,HeartGammon,0,0,0
Roni1122,5.44,-0.91,7,gidio,11.39,-1.83,5
Masteroy,9.61,2.12,6,KingArt,12.02,1.19,7
Yehuda,8.15,-0.5,1,YKwin,1.77,2.15,7
YossiEliezer23,2.03,0.09,5,Aviado,4.18,2.81,7
Hummus,4.28,3.13,7,GuyEliyahu,9.6,-0.25,0
Avshalom,8.25,2.58,7,fridlich,2.48,-2.26,2
UziMutsafy,14.3,3.67,7,Efi,16.32,-1.2,0
Moriarty,4.75,-2.87,4,Ran1976,11.56,1.73,7
Nissimb,5.81,-0.07,7,bardak65,16.52,-0.23,5
hmualem,10.8,0.49,2,sasha_er,10.02,2.5,7
Idan1986,9.77,-3.75,0,Danny_kondrea,7.66,1.3,7
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,0,0,7,Bye,0,0,0
Roni1122,7.81,3.12,7,lur,11.74,0.79,4
Masteroy,23.2,2.55,7,HeartGammon,19.42,-1.06,0
Yehuda,7.88,-1.36,2,gidio,11.51,4.79,7
YossiEliezer23,6.9,-0.31,6,KingArt,12.89,0.89,7
Hummus,9.03,1.29,2,YKwin,3.68,2.83,7
Avshalom,4.32,-1.76,2,Aviado,2.94,1.46,7
UziMutsafy,10.28,-0.27,6,GuyEliyahu,3.72,-1.76,7
Moriarty,7.21,-1.79,5,fridlich,4.09,-1.04,7
Nissimb,5.92,-3.84,3,Efi,16.85,1.73,7
hmualem,9.38,-0.9,2,Ran1976,13.48,3.95,7
Idan1986,12.64,1.64,7,bardak65,13.67,-0.02,2
Danny_kondrea,14.11,2.92,5,sasha_er,13.11,1.93,7
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,9.94,-1.91,3,Roni1122,8.45,0.26,7
Masteroy,0,0,7,Bye,0,0,0
Yehuda,6.26,-1.2,1,lur,2.99,2.89,7
YossiEliezer23,4.14,-1.68,3,HeartGammon,4.5,2.45,7
Hummus,5.69,-1.03,7,gidio,10.65,-2.63,3
Avshalom,13.34,-0.05,1,KingArt,9.81,3.13,7
UziMutsafy,7.4,1.85,7,YKwin,4.05,1.63,6
Moriarty,7.19,-0.57,7,Aviado,4.62,-2.56,6
Nissimb,7.43,-2.73,0,GuyEliyahu,3.87,1.49,7
hmualem,21.99,-4.4,2,fridlich,7.33,-0.41,7
Idan1986,13.49,-2.39,5,Efi,15.73,1.91,7
Danny_kondrea,8.55,1.17,4,Ran1976,12.09,5.52,7
sasha_er,8.85,-2.01,5,bardak65,8.79,-0.62,7
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,34.78,-1.99,1,Masteroy,11.03,-1.08,7
Yehuda,25.82,3.31,2,Roni1122,5.82,3.88,7
YossiEliezer23,0,0,7,Bye,0,0,0
Hummus,4.85,1.71,7,lur,13.13,-0.63,2
Avshalom,12.25,-3.1,2,HeartGammon,9.81,-0.8,7
UziMutsafy,12.62,2.07,7,gidio,10,-3.89,2
Moriarty,6.09,0.68,7,KingArt,14.44,-2.79,1
Nissimb,6.75,0.23,5,YKwin,4.43,1,7
hmualem,7.72,2.78,7,Aviado,7.01,-1.6,2
Idan1986,12.85,-0.27,1,GuyEliyahu,3.84,2.08,7
Danny_kondrea,19.92,-1.39,3,fridlich,4.36,1.66,7
sasha_er,27.13,-0.28,5,Efi,25.86,2.28,7
bardak65,8.85,0.08,7,Ran1976,10.75,0.53,6
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,9.56,-1.87,7,Yehuda,11.51,-2.7,3
YossiEliezer23,0,0,0,Masteroy,0,0,7
Hummus,6.59,5.02,7,Roni1122,14.38,3.82,3
Avshalom,0,0,7,Bye,0,0,0
UziMutsafy,8.98,-0.04,7,lur,8.64,0.39,6
Moriarty,7.71,-3.64,6,HeartGammon,8.53,-0.64,7
Nissimb,4.41,-3.18,7,gidio,12.59,-1.84,5
hmualem,7.19,1.28,7,KingArt,11.23,-2.85,0
Idan1986,8.58,-2.67,5,YKwin,6.29,-1.68,7
Danny_kondrea,20.35,0.57,7,Aviado,6.7,-4.1,4
sasha_er,7.5,-1.72,7,GuyEliyahu,4.23,-2.81,5
bardak65,21.11,2.59,7,fridlich,10.04,-1.13,3
Ran1976,6.71,1.41,7,Efi,14.69,-0.01,2
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,14.06,-4.19,0,YossiEliezer23,2.96,0.75,7
Hummus,11.79,0.24,0,Yehuda,11.38,3.06,7
Avshalom,8.32,1.5,7,Masteroy,10.46,-0.59,6
UziMutsafy,7.45,1.2,7,Roni1122,9.14,-1.47,2
Moriarty,0,0,7,Bye,0,0,0
Nissimb,5.82,0.74,7,lur,15.31,-0.48,3
hmualem,2.49,-2.31,1,HeartGammon,7.69,3.48,7
Idan1986,8.13,0.38,7,gidio,15.12,-1.19,0
Danny_kondrea,8.46,0.2,7,KingArt,11.78,1.96,5
sasha_er,15.21,1.53,7,YKwin,1.22,-0.59,0
bardak65,10.66,1.69,7,Aviado,4.93,-3.01,3
Ran1976,11.06,3.73,7,GuyEliyahu,4.68,-1.49,5
Efi,18.74,2.49,6,fridlich,9.85,0.29,7
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,6.67,2.94,7,Hummus,5.48,0.46,3
Avshalom,6.81,3.2,7,YossiEliezer23,2.92,-1.97,0
UziMutsafy,8.91,1.3,7,Yehuda,8.63,-3.15,1
Moriarty,6.15,4.09,7,Masteroy,5.23,-0.65,0
Nissimb,5.35,-1.44,2,Roni1122,6.62,1.11,7
hmualem,0,0,7,Bye,0,0,0
Idan1986,9.91,2.57,6,lur,8.38,2.9,7
Danny_kondrea,11.84,-0.8,6,HeartGammon,9.25,-1.77,7
sasha_er,22.86,-1.45,4,gidio,17.13,3.06,7
bardak65,9.3,2.13,7,KingArt,16.38,1.44,6
Ran1976,20.25,0.59,4,YKwin,6.07,0.07,7
Efi,17.23,3.63,7,Aviado,3.16,-0.32,0
fridlich,3,-1.28,1,GuyEliyahu,10.3,2.57,7
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,18.47,-1.64,5,Avshalom,15.26,0.67,7
UziMutsafy,15.66,-0.9,0,Hummus,7.85,1.37,7
Moriarty,6.09,1.18,7,YossiEliezer23,16.44,-0.67,0
Nissimb,8.86,-2.24,7,Yehuda,8.1,-3.61,5
hmualem,7.74,-1.85,7,Masteroy,12.64,-4.22,3
Idan1986,16.4,-2.38,0,Roni1122,8.47,0.93,7
Danny_kondrea,0,0,7,Bye,0,0,0
sasha_er,9.26,1.54,7,lur,6.25,-0.67,4
bardak65,14.75,-3.26,3,HeartGammon,7.62,-1.29,7
Ran1976,0,0,7,gidio,0,0,0
Efi,12.65,2.83,7,KingArt,13.93,1.23,6
fridlich,7.18,-1.4,7,YKwin,9.13,-3.99,2
GuyEliyahu,4.86,-2.04,5,Aviado,5.84,1.7,7
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,15.75,0.91,2,UziMutsafy,11.82,1.42,7
Moriarty,11.54,1.51,5,Avshalom,15,2.62,7
Nissimb,5.36,5.08,7,Hummus,6.32,4.5,5
hmualem,19.28,1.81,3,YossiEliezer23,1.73,0.47,7
Idan1986,14.07,1.25,3,Yehuda,6.74,0.76,7
Danny_kondrea,11.52,0.11,7,Masteroy,12.31,-3.47,4
sasha_er,18.31,0.38,4,Roni1122,4.27,-0.86,7
bardak65,0,0,7,Bye,0,0,0
Ran1976,19.3,-0.48,2,lur,8.17,3.77,7
Efi,16.97,-1.47,3,HeartGammon,11.95,0.81,7
fridlich,3.5,-2.25,7,gidio,12.51,-2.28,5
GuyEliyahu,6.26,2.31,7,KingArt,11.46,-0.89,2
Aviado,11.04,0.23,2,YKwin,3.41,2.87,7
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,11.47,-0.98,3,Moriarty,16.56,2.23,7
Nissimb,4.97,-1.36,6,UziMutsafy,5.6,-0.2,7
hmualem,12.33,-0.13,2,Avshalom,11.19,2.4,7
Idan1986,9.87,-0.05,7,Hummus,5.26,-2.39,6
Danny_kondrea,12.1,6.36,7,YossiEliezer23,9.06,3.34,2
sasha_er,10.74,-3.01,2,Yehuda,8.32,2.32,7
bardak65,11.18,2.16,7,Masteroy,8.74,-1.28,2
Ran1976,8.97,5.84,7,Roni1122,8.01,2.3,4
Efi,0,0,7,Bye,0,0,0
fridlich,5.44,0.55,7,lur,9.87,0.9,6
GuyEliyahu,3.51,0.5,7,HeartGammon,8.38,-0.84,5
Aviado,0,0,7,gidio,0,0,0
YKwin,1.4,2.17,7,KingArt,7.86,-1.47,0
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,15.55,-0.29,1,Nissimb,5.64,0.21,7
hmualem,12.22,-1.21,5,Moriarty,5.82,-1.02,7
Idan1986,7.05,1.93,4,UziMutsafy,8.62,3.34,7
Danny_kondrea,28.06,-1.71,3,Avshalom,12.37,2.27,7
sasha_er,12.6,-1,2,Hummus,3.39,2.08,7
bardak65,12.64,1.29,7,YossiEliezer23,11,-0.81,1
Ran1976,18.3,-3,0,Yehuda,5.32,2.65,7
Efi,14.77,1.57,4,Masteroy,8.35,3.61,7
fridlich,6.46,1.63,7,Roni1122,5.03,-2.95,3
GuyEliyahu,0,0,7,Bye,0,0,0
Aviado,5.46,-1.25,7,lur,9.86,-0.85,4
YKwin,3.89,2.74,3,HeartGammon,8.04,4.98,7
KingArt,4.23,0.81,7,gidio,3.95,-0.73,0
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,12.99,4.78,7,hmualem,8.1,2.07,6
Idan1986,11.44,-0.51,5,Nissimb,12,2.26,7
Danny_kondrea,9.38,3.53,7,Moriarty,10.8,-0.09,2
sasha_er,15.98,0.86,4,UziMutsafy,12.03,1,7
bardak65,12.3,-1.15,5,Avshalom,7.76,-1.35,7
Ran1976,7.42,-3.77,2,Hummus,4.35,0.56,7
Efi,16.77,-1.3,6,YossiEliezer23,6.57,-1.66,7
fridlich,2.95,2.09,7,Yehuda,7.75,-2.92,1
GuyEliyahu,5.67,3.44,7,Masteroy,10.09,2.4,6
Aviado,6.37,0.71,7,Roni1122,7.25,-6.5,0
YKwin,0,0,7,Bye,0,0,0
KingArt,11.82,2.13,7,lur,7.45,-0.21,6
gidio,15.91,-0.25,7,HeartGammon,8.77,-1.45,6
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,16.3,-2.66,0,Idan1986,9.66,1.83,7
Danny_kondrea,12.29,3.31,7,hmualem,5.98,-1.64,0
sasha_er,12.24,-2.62,2,Nissimb,3.66,0.32,7
bardak65,8.38,-2.02,7,Moriarty,5.47,-6.74,3
Ran1976,13.28,1.92,7,UziMutsafy,8.9,-1.89,5
Efi,10.56,-0.48,7,Avshalom,14.99,-1.4,4
fridlich,4.68,-4.45,5,Hummus,5.28,-2.25,7
GuyEliyahu,5.14,1.86,7,YossiEliezer23,7.37,-2.39,4
Aviado,3.9,0.65,5,Yehuda,8.11,2.82,7
YKwin,3.74,-1.63,3,Masteroy,8.44,3.81,7
KingArt,9.77,0.94,7,Roni1122,4.99,-1.16,5
gidio,0,0,7,Bye,0,0,0
HeartGammon,17.12,-2.43,4,lur,13.52,-0.37,7
